35745,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,34
35746,2013-07-07,2013-07-07,61,Wood St & Milwaukee Ave,35
35747,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,1
35748,2013-07-07,2013-07-07,97,Museum Campus,35
35750,2013-07-07,2013-07-07,33,State St & Van Buren St,19
35751,2013-07-07,2013-07-07,54,Ogden Ave & Chicago Ave,17
35754,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,16
35755,2013-07-07,2013-07-07,62,McCormick Place,28
35756,2013-07-07,2013-07-07,62,McCormick Place,28
35757,2013-07-07,2013-07-07,43,Michigan Ave & Washington St,25
35758,2013-07-07,2013-07-07,90,Millennium Park,28
35759,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,44
35760,2013-07-07,2013-07-07,90,Millennium Park,27
35761,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,44
35762,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,43
35763,2013-07-07,2013-07-07,348,California Ave & 21st St,42
35766,2013-07-07,2013-07-07,90,Millennium Park,41
35767,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,42
35768,2013-07-07,2013-07-08,13,Wilton Ave & Diversey Pkwy,55
35769,2013-07-07,2013-07-07,90,Millennium Park,42
35771,2013-07-07,2013-07-07,45,Michigan Ave & Congress Pkwy,33
35772,2013-07-07,2013-07-07,91,Clinton St & Washington Blvd,17
35773,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,14
35774,2013-07-07,2013-07-07,74,Kingsbury St & Erie St,2
35776,2013-07-07,2013-07-07,61,Wood St & Milwaukee Ave,27
35777,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,25
35778,2013-07-07,2013-07-07,340,Clark St & Wrightwood Ave,14
35779,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,24
35780,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,24
35781,2013-07-07,2013-07-07,49,Dearborn St & Monroe St,22
35782,2013-07-07,2013-07-07,350,Ashland Ave & Chicago Ave,23
35783,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,23
35784,2013-07-07,2013-07-07,90,Millennium Park,53
35785,2013-07-07,2013-07-07,90,Millennium Park,53
35786,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,42
35788,2013-07-07,2013-07-07,90,Millennium Park,14
35789,2013-07-07,2013-07-07,57,Clinton St & Roosevelt Rd,11
35790,2013-07-07,2013-07-07,61,Wood St & Milwaukee Ave,20
35791,2013-07-07,2013-07-07,90,Millennium Park,18
35792,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,22
35793,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,39
35794,2013-07-07,2013-07-07,57,Clinton St & Roosevelt Rd,3
35795,2013-07-07,2013-07-07,51,Clark St & Randolph St,14
35796,2013-07-07,2013-07-07,51,Clark St & Randolph St,15
35797,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,45
35798,2013-07-07,2013-07-07,93,Sheffield Ave & Willow St,15
35799,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,55
35800,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,2
35802,2013-07-07,2013-07-07,97,Museum Campus,22
35803,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,38
35804,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,25
35805,2013-07-07,2013-07-07,90,Millennium Park,14
35806,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,26
35807,2013-07-07,2013-07-07,28,Larrabee St & Menomonee St,53
35808,2013-07-07,2013-07-07,27,Larrabee St & North Ave,20
35809,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,52
35810,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,34
35812,2013-07-07,2013-07-07,17,Wood St & Division St,7
35814,2013-07-07,2013-07-07,47,State St & Kinzie St,12
35815,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,23
35816,2013-07-07,2013-07-07,47,State St & Kinzie St,10
35818,2013-07-07,2013-07-07,45,Michigan Ave & Congress Pkwy,21
35819,2013-07-07,2013-07-07,28,Larrabee St & Menomonee St,50
35820,2013-07-07,2013-07-07,28,Larrabee St & Menomonee St,49
35821,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,49
35824,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,4
35825,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,4
35826,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,20
35830,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,20
35831,2013-07-07,2013-07-07,350,Ashland Ave & Chicago Ave,1
35832,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,19
35833,2013-07-07,2013-07-07,49,Dearborn St & Monroe St,30
35836,2013-07-07,2013-07-07,13,Wilton Ave & Diversey Pkwy,0
35838,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,35
35840,2013-07-07,2013-07-07,52,Michigan Ave & Lake St,8
35841,2013-07-07,2013-07-07,49,Dearborn St & Monroe St,27
35843,2013-07-07,2013-07-07,62,McCormick Place,35
35844,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,58
35845,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,20
35847,2013-07-07,2013-07-07,340,Clark St & Wrightwood Ave,20
35848,2013-07-07,2013-07-07,30,Ashland Ave & Augusta Blvd,26
35849,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,30
35850,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,55
35851,2013-07-07,2013-07-07,31,Franklin St & Chicago Ave,15
35853,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,55
35854,2013-07-07,2013-07-07,90,Millennium Park,32
35855,2013-07-07,2013-07-07,45,Michigan Ave & Congress Pkwy,32
35856,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,16
35858,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,16
35860,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,26
35862,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,25
35865,2013-07-07,2013-07-07,55,Halsted St & James M Rochford St,14
35867,2013-07-07,2013-07-07,55,Halsted St & James M Rochford St,14
35868,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,31
35869,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,31
35870,2013-07-07,2013-07-07,30,Ashland Ave & Augusta Blvd,20
35871,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,34
35872,2013-07-07,2013-07-07,17,Wood St & Division St,5
35873,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,33
35874,2013-07-07,2013-07-07,17,Wood St & Division St,4
35875,2013-07-07,2013-07-07,44,State St & Randolph St,4
35877,2013-07-07,2013-07-07,232,Pine Grove Ave & Addison St,27
35887,2013-07-07,2013-07-07,56,Desplaines St & Kinzie St,13
35889,2013-07-07,2013-07-07,19,Loomis St & Taylor St,24
35890,2013-07-07,2013-07-07,56,Desplaines St & Kinzie St,13
35893,2013-07-07,2013-07-07,54,Ogden Ave & Chicago Ave,17
35900,2013-07-07,2013-07-07,251,Clarendon Ave & Leland Ave,50
35901,2013-07-07,2013-07-07,108,Halsted St & Polk St,49
35902,2013-07-07,2013-07-07,44,State St & Randolph St,58
35904,2013-07-07,2013-07-07,252,Greenwood Ave & 47th St,49
35906,2013-07-07,2013-07-07,164,Franklin St & Lake St,29
35907,2013-07-07,2013-07-07,44,State St & Randolph St,10
35909,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,11
35912,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,47
35913,2013-07-07,2013-07-07,27,Larrabee St & North Ave,24
35916,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,47
35918,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,28
35920,2013-07-07,2013-07-07,44,State St & Randolph St,6
35921,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,27
35922,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,31
35923,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,8
35924,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,30
35926,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,21
35930,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,18
35931,2013-07-07,2013-07-07,81,Daley Center Plaza,7
35932,2013-07-07,2013-07-07,252,Greenwood Ave & 47th St,17
35933,2013-07-07,2013-07-07,91,Clinton St & Washington Blvd,17
35934,2013-07-07,2013-07-07,81,Daley Center Plaza,7
35935,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,50
35937,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,50
35938,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,56
35940,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,49
35941,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,47
35942,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,56
35950,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,26
35952,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,26
35954,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,45
35955,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,12
35957,2013-07-07,2013-07-07,29,Noble St & Milwaukee Ave,18
35960,2013-07-07,2013-07-07,90,Millennium Park,45
35962,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,6
35963,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,34
35964,2013-07-07,2013-07-07,90,Millennium Park,45
35965,2013-07-07,2013-07-07,262,Halsted St & 37th St,33
35966,2013-07-07,2013-07-07,97,Museum Campus,34
35967,2013-07-07,2013-07-07,77,Clinton St & Madison St,12
35968,2013-07-07,2013-07-07,97,Museum Campus,35
35969,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,19
35973,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,3
35977,2013-07-07,2013-07-07,97,Museum Campus,9
35979,2013-07-07,2013-07-07,97,Museum Campus,31
35980,2013-07-07,2013-07-07,80,Aberdeen St & Madison St,4
35981,2013-07-07,2013-07-07,52,Michigan Ave & Lake St,19
35983,2013-07-07,2013-07-07,52,Michigan Ave & Lake St,17
35985,2013-07-07,2013-07-07,43,Michigan Ave & Washington St,19
35986,2013-07-07,2013-07-07,43,Michigan Ave & Washington St,20
35987,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,22
35990,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,21
35991,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,24
35992,2013-07-07,2013-07-07,81,Daley Center Plaza,23
35994,2013-07-07,2013-07-07,77,Clinton St & Madison St,26
35995,2013-07-07,2013-07-07,81,Daley Center Plaza,21
35998,2013-07-07,2013-07-07,32,Racine Ave & Congress Pkwy,55
35999,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,59
36000,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,8
36001,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,8
36002,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,18
36004,2013-07-07,2013-07-07,350,Ashland Ave & Chicago Ave,10
36009,2013-07-07,2013-07-07,43,Michigan Ave & Washington St,5
36011,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,8
36012,2013-07-07,2013-07-07,80,Aberdeen St & Madison St,21
36013,2013-07-07,2013-07-07,97,Museum Campus,44
36014,2013-07-07,2013-07-07,28,Larrabee St & Menomonee St,46
36015,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,8
36016,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,48
36017,2013-07-07,2013-07-07,97,Museum Campus,43
36018,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,22
36019,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,30
36020,2013-07-07,2013-07-07,22,May St & Taylor St,11
36021,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,8
36022,2013-07-07,2013-07-07,22,May St & Taylor St,10
36023,2013-07-07,2013-07-07,77,Clinton St & Madison St,22
36024,2013-07-07,2013-07-07,97,Museum Campus,22
36025,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,15
36027,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,10
36029,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,15
36030,2013-07-07,2013-07-07,97,Museum Campus,27
36031,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,12
36032,2013-07-07,2013-07-07,90,Millennium Park,26
36033,2013-07-07,2013-07-07,340,Clark St & Wrightwood Ave,9
36034,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,18
36036,2013-07-07,2013-07-07,77,Clinton St & Madison St,20
36037,2013-07-07,2013-07-07,91,Clinton St & Washington Blvd,11
36038,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,22
36040,2013-07-07,2013-07-07,91,Clinton St & Washington Blvd,10
36041,2013-07-07,2013-07-07,29,Noble St & Milwaukee Ave,21
36042,2013-07-07,2013-07-07,33,State St & Van Buren St,9
36043,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,50
36045,2013-07-07,2013-07-07,80,Aberdeen St & Madison St,13
36046,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,50
36047,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,30
36048,2013-07-07,2013-07-07,91,Clinton St & Washington Blvd,9
36051,2013-07-07,2013-07-07,90,Millennium Park,21
36052,2013-07-07,2013-07-07,90,Millennium Park,24
36054,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,27
36055,2013-07-07,2013-07-07,13,Wilton Ave & Diversey Pkwy,15
36056,2013-07-07,2013-07-07,33,State St & Van Buren St,6
36059,2013-07-07,2013-07-07,53,Wells St & Erie St,15
36060,2013-07-07,2013-07-07,67,Sheffield Ave & Fullerton Ave,30
36061,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,18
36062,2013-07-07,2013-07-07,53,Wells St & Erie St,14
36063,2013-07-07,2013-07-07,49,Dearborn St & Monroe St,11
36064,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,18
36066,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,33
36067,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,33
36068,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,29
36070,2013-07-07,2013-07-07,49,Dearborn St & Monroe St,10
36072,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,28
36073,2013-07-07,2013-07-07,350,Ashland Ave & Chicago Ave,10
36076,2013-07-07,2013-07-07,37,Dearborn St & Adams St,14
36078,2013-07-07,2013-07-07,67,Sheffield Ave & Fullerton Ave,15
36079,2013-07-07,2013-07-07,37,Dearborn St & Adams St,14
36080,2013-07-07,2013-07-07,15,Racine Ave & 18th St,15
36081,2013-07-07,2013-07-07,350,Ashland Ave & Chicago Ave,3
36082,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,18
36083,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,3
36084,2013-07-07,2013-07-07,90,Millennium Park,30
36086,2013-07-07,2013-07-07,43,Michigan Ave & Washington St,39
36087,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,23
36088,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,17
36089,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,32
36090,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,1
36091,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,21
36092,2013-07-07,2013-07-07,15,Racine Ave & 18th St,35
36093,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,18
36094,2013-07-07,2013-07-07,15,Racine Ave & 18th St,34
36095,2013-07-07,2013-07-07,45,Michigan Ave & Congress Pkwy,25
36097,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,26
36098,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,26
36099,2013-07-07,2013-07-07,29,Noble St & Milwaukee Ave,32
36100,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,21
36101,2013-07-07,2013-07-07,251,Clarendon Ave & Leland Ave,21
36102,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,9
36103,2013-07-07,2013-07-07,29,Noble St & Milwaukee Ave,31
36106,2013-07-07,2013-07-07,33,State St & Van Buren St,13
36107,2013-07-07,2013-07-07,60,Dayton St & North Ave,27
36109,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,29
36110,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,29
36111,2013-07-07,2013-07-07,52,Michigan Ave & Lake St,14
36112,2013-07-07,2013-07-07,52,Michigan Ave & Lake St,14
36113,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,26
36116,2013-07-07,2013-07-07,91,Clinton St & Washington Blvd,9
36117,2013-07-07,2013-07-07,91,Clinton St & Washington Blvd,8
36119,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,17
36120,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,8
36121,2013-07-07,2013-07-07,17,Wood St & Division St,12
36122,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,18
36123,2013-07-07,2013-07-07,43,Michigan Ave & Washington St,28
36124,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,18
36125,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,11
36127,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,19
36128,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,11
36129,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,23
36131,2013-07-07,2013-07-07,17,Wood St & Division St,8
36134,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,9
36136,2013-07-07,2013-07-07,74,Kingsbury St & Erie St,56
36139,2013-07-07,2013-07-07,74,Kingsbury St & Erie St,55
36142,2013-07-07,2013-07-07,22,May St & Taylor St,27
36143,2013-07-07,2013-07-07,22,May St & Taylor St,26
36144,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,26
36146,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,20
36147,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,20
36150,2013-07-07,2013-07-07,90,Millennium Park,29
36152,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,24
36154,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,24
36155,2013-07-07,2013-07-07,91,Clinton St & Washington Blvd,8
36158,2013-07-07,2013-07-07,255,Indiana Ave & Roosevelt Rd,10
36162,2013-07-07,2013-07-07,232,Pine Grove Ave & Addison St,27
36164,2013-07-07,2013-07-07,328,Ellis Ave & 58th St,10
36165,2013-07-07,2013-07-07,97,Museum Campus,10
36166,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,19
36167,2013-07-07,2013-07-07,350,Ashland Ave & Chicago Ave,18
36169,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,23
36172,2013-07-07,2013-07-07,90,Millennium Park,19
36173,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,31
36174,2013-07-07,2013-07-07,90,Millennium Park,19
36175,2013-07-07,2013-07-07,91,Clinton St & Washington Blvd,8
36176,2013-07-07,2013-07-07,90,Millennium Park,8
36177,2013-07-07,2013-07-07,90,Millennium Park,8
36179,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,55
36180,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,30
36181,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,21
36182,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,19
36183,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,30
36185,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,18
36186,2013-07-07,2013-07-07,55,Halsted St & James M Rochford St,29
36190,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,22
36191,2013-07-07,2013-07-07,90,Millennium Park,18
36192,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,32
36193,2013-07-07,2013-07-07,81,Daley Center Plaza,26
36194,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,16
36195,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,19
36196,2013-07-07,2013-07-07,81,Daley Center Plaza,25
36197,2013-07-07,2013-07-07,328,Ellis Ave & 58th St,13
36203,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,28
36204,2013-07-07,2013-07-07,90,Millennium Park,16
36205,2013-07-07,2013-07-07,340,Clark St & Wrightwood Ave,20
36206,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,27
36207,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,20
36208,2013-07-07,2013-07-07,90,Millennium Park,15
36209,2013-07-07,2013-07-07,97,Museum Campus,18
36210,2013-07-07,2013-07-07,97,Museum Campus,18
36211,2013-07-07,2013-07-07,23,Orleans St & Elm St,17
36212,2013-07-07,2013-07-07,23,Orleans St & Elm St,3
36213,2013-07-07,2013-07-07,19,Loomis St & Taylor St,29
36214,2013-07-07,2013-07-07,349,Halsted St & Wrightwood Ave,28
36215,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,38
36216,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,38
36217,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,48
36218,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,12
36219,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,33
36220,2013-07-07,2013-07-07,58,Ashland Ave & Armitage Ave,28
36221,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,13
36222,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,12
36223,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,13
36224,2013-07-07,2013-07-07,58,Ashland Ave & Armitage Ave,27
36225,2013-07-07,2013-07-07,52,Michigan Ave & Lake St,2
36227,2013-07-07,2013-07-07,319,Greenview Ave & Diversey Pkwy,12
36228,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,17
36229,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,17
36230,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,15
36231,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,14
36232,2013-07-07,2013-07-07,45,Michigan Ave & Congress Pkwy,34
36233,2013-07-07,2013-07-07,45,Michigan Ave & Congress Pkwy,32
36234,2013-07-07,2013-07-07,350,Ashland Ave & Chicago Ave,37
36235,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,37
36239,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,26
36240,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,30
36242,2013-07-07,2013-07-07,92,Carpenter St & Huron St,45
36243,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,20
36244,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,20
36245,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,15
36246,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,19
36248,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,28
36250,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,10
36251,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,21
36252,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,10
36253,2013-07-07,2013-07-07,67,Sheffield Ave & Fullerton Ave,6
36255,2013-07-07,2013-07-07,90,Millennium Park,23
36257,2013-07-07,2013-07-07,33,State St & Van Buren St,14
36258,2013-07-07,2013-07-07,43,Michigan Ave & Washington St,18
36259,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,14
36260,2013-07-07,2013-07-07,33,State St & Van Buren St,27
36261,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,14
36262,2013-07-07,2013-07-07,51,Clark St & Randolph St,10
36263,2013-07-07,2013-07-07,51,Clark St & Randolph St,10
36266,2013-07-07,2013-07-07,23,Orleans St & Elm St,25
36267,2013-07-07,2013-07-07,25,Michigan Ave & Pearson St,15
36268,2013-07-07,2013-07-07,23,Orleans St & Elm St,24
36269,2013-07-07,2013-07-07,97,Museum Campus,21
36270,2013-07-07,2013-07-07,97,Museum Campus,21
36271,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,15
36273,2013-07-07,2013-07-07,94,Lincoln Ave & Armitage Ave,7
36274,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,15
36277,2013-07-07,2013-07-07,43,Michigan Ave & Washington St,34
36283,2013-07-07,2013-07-07,43,Michigan Ave & Washington St,34
36285,2013-07-07,2013-07-07,97,Museum Campus,33
36286,2013-07-07,2013-07-07,49,Dearborn St & Monroe St,12
36287,2013-07-07,2013-07-07,97,Museum Campus,32
36288,2013-07-07,2013-07-07,49,Dearborn St & Monroe St,12
36289,2013-07-07,2013-07-07,26,McClurg Ct & Illinois St,17
36290,2013-07-07,2013-07-07,23,Orleans St & Elm St,20
36291,2013-07-07,2013-07-07,81,Daley Center Plaza,4
36292,2013-07-07,2013-07-07,86,Eckhart Park,26
36293,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,31
36295,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,30
36300,2013-07-07,2013-07-07,86,Eckhart Park,24
36302,2013-07-07,2013-07-07,29,Noble St & Milwaukee Ave,16
36303,2013-07-07,2013-07-07,59,Wabash Ave & Roosevelt Rd,37
36304,2013-07-07,2013-07-07,90,Millennium Park,29
36305,2013-07-07,2013-07-07,262,Halsted St & 37th St,37
36307,2013-07-07,2013-07-07,328,Ellis Ave & 58th St,29
36309,2013-07-07,2013-07-07,97,Museum Campus,29
36310,2013-07-07,2013-07-07,81,Daley Center Plaza,23
36313,2013-07-07,2013-07-07,279,Halsted St & 35th St,18
36315,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,15
36316,2013-07-07,2013-07-07,34,Cannon Dr & Fullerton Ave,14
36318,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,8
36322,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,19
36323,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,19
36331,2013-07-07,2013-07-07,97,Museum Campus,42
36332,2013-07-07,2013-07-07,43,Michigan Ave & Washington St,36
36333,2013-07-07,2013-07-07,97,Museum Campus,43
36334,2013-07-07,2013-07-07,81,Daley Center Plaza,56
36335,2013-07-07,2013-07-07,23,Orleans St & Elm St,41
36336,2013-07-07,2013-07-07,72,State St & 16th St,27
36339,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,21
36341,2013-07-07,2013-07-07,52,Michigan Ave & Lake St,46
36343,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,17
36344,2013-07-07,2013-07-07,31,Franklin St & Chicago Ave,49
36345,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,16
36346,2013-07-07,2013-07-07,85,Michigan Ave & Oak St,20
36347,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,16
36349,2013-07-07,2013-07-07,24,Fairbanks Ct & Grand Ave,16
36355,2013-07-07,2013-07-07,76,Lake Shore Dr & Monroe St,23
